,u_x,u_y,u_z,sos,Time-stamp
18291,1.83,-0.91,1.84,338.84,2016-12-21 08:08:26
18292,2.23,-1.28,1.76,338.84,2016-12-21 08:08:26
18293,1.9,-1.11,1.6,338.87,2016-12-21 08:08:27
18294,2.08,-1.09,1.82,338.87,2016-12-21 08:08:27
18295,2.37,-1.11,1.91,338.83,2016-12-21 08:08:27
18296,2.19,-1.49,2.63,338.86,2016-12-21 08:08:27
18297,2.87,-1.22,1.68,338.86,2016-12-21 08:08:28
18298,3.01,-1.02,2.2,338.88,2016-12-21 08:08:28
18299,2.51,-1.03,2.69,338.86,2016-12-21 08:08:28
18300,3.57,-1.18,2.36,338.91,2016-12-21 08:08:28
18301,3.55,-1.67,2.4,338.93,2016-12-21 08:08:29
18302,4.47,-1.7,2.0,338.83,2016-12-21 08:08:29
18303,3.93,-1.66,1.78,338.83,2016-12-21 08:08:29
18304,4.26,-1.62,2.12,338.76,2016-12-21 08:08:29
18305,4.66,-1.31,1.74,338.89,2016-12-21 08:08:30
18306,4.1,-2.02,1.84,338.86,2016-12-21 08:08:30
18307,3.91,-1.89,1.27,338.84,2016-12-21 08:08:30
18308,4.22,-1.84,1.68,338.84,2016-12-21 08:08:30
18309,3.93,-1.82,1.79,338.83,2016-12-21 08:08:31
18310,3.07,-1.71,2.08,338.79,2016-12-21 08:08:31
18311,3.96,-1.73,1.78,338.8,2016-12-21 08:08:31
18312,3.62,-2.66,1.65,338.83,2016-12-21 08:08:31
18313,3.62,-2.46,1.64,338.83,2016-12-21 08:08:32
18314,3.56,-2.24,2.38,338.83,2016-12-21 08:08:32
18315,3.76,-2.39,1.27,338.81,2016-12-21 08:08:32
18316,4.04,-2.69,1.21,338.84,2016-12-21 08:08:32
18317,3.46,-2.66,0.93,338.85,2016-12-21 08:08:33
18318,2.86,-2.86,0.47,338.83,2016-12-21 08:08:33
18319,2.28,-2.85,1.11,338.83,2016-12-21 08:08:33
18320,2.34,-2.3,1.77,338.89,2016-12-21 08:08:33
18321,0.9,-1.83,3.09,338.69,2016-12-21 08:08:34
18322,1.05,-1.57,2.79,338.9,2016-12-21 08:08:34
18323,1.93,-1.96,2.33,338.81,2016-12-21 08:08:34
18324,1.76,-1.68,2.3,338.75,2016-12-21 08:08:34
18325,2.01,-2.24,1.87,338.89,2016-12-21 08:08:35
18326,2.77,-1.52,2.65,338.83,2016-12-21 08:08:35
18327,3.52,-1.12,1.92,338.88,2016-12-21 08:08:35
18328,2.62,-0.36,2.38,338.84,2016-12-21 08:08:35
18329,3.51,-2.05,1.01,338.83,2016-12-21 08:08:36
18330,3.74,-1.73,1.4,338.86,2016-12-21 08:08:36
18331,3.04,-1.36,1.14,338.86,2016-12-21 08:08:36
18332,3.15,-0.27,1.38,338.9,2016-12-21 08:08:36
18333,4.07,-1.54,1.66,338.85,2016-12-21 08:08:37
18334,4.91,0.16,2.0,338.86,2016-12-21 08:08:37
18335,3.5,-0.88,2.47,338.87,2016-12-21 08:08:37
18336,3.42,-0.3,1.91,338.83,2016-12-21 08:08:37
18337,3.99,-1.0,2.1,338.81,2016-12-21 08:08:38
18338,4.63,-0.92,1.9,338.8,2016-12-21 08:08:38
18339,4.72,-1.65,1.87,338.82,2016-12-21 08:08:38
18340,4.33,-1.48,2.26,338.87,2016-12-21 08:08:38
18341,4.77,-1.95,1.85,338.85,2016-12-21 08:08:39
18342,3.2,-1.84,2.53,338.9,2016-12-21 08:08:39
18343,4.44,-0.23,2.47,338.83,2016-12-21 08:08:39
18344,4.23,-0.69,1.89,338.87,2016-12-21 08:08:39
18345,4.84,-1.79,1.43,338.89,2016-12-21 08:08:40
18346,3.75,-1.09,1.75,338.92,2016-12-21 08:08:40
18347,3.2,-2.14,1.7,338.86,2016-12-21 08:08:40
18348,3.61,-1.53,2.94,338.82,2016-12-21 08:08:40
18349,3.26,-1.17,3.78,338.84,2016-12-21 08:08:41
18350,2.51,1.08,2.91,338.93,2016-12-21 08:08:41
18351,5.19,-0.91,2.44,338.79,2016-12-21 08:08:41
18352,4.48,-1.29,1.97,338.86,2016-12-21 08:08:41
18353,5.38,-1.62,1.43,338.81,2016-12-21 08:08:42
18354,5.29,-1.93,1.05,338.86,2016-12-21 08:08:42
18355,3.89,-1.61,0.12,338.9,2016-12-21 08:08:42
18356,3.9,-1.09,1.47,338.93,2016-12-21 08:08:42
18357,4.56,-1.47,2.15,338.88,2016-12-21 08:08:43
18358,2.97,-0.91,2.13,338.9,2016-12-21 08:08:43
18359,3.09,0.58,1.79,338.89,2016-12-21 08:08:43
18360,4.53,-0.8,0.65,338.9,2016-12-21 08:08:43
18361,3.94,0.02,0.2,338.9,2016-12-21 08:08:44
18362,3.68,-0.22,0.01,338.87,2016-12-21 08:08:44
18363,3.16,-0.97,-0.59,338.85,2016-12-21 08:08:44
18364,3.01,0.08,-0.28,338.9,2016-12-21 08:08:44
18365,2.64,-0.14,-0.78,338.87,2016-12-21 08:08:45
18366,2.29,-0.34,-0.17,338.86,2016-12-21 08:08:45
18367,2.04,-0.66,-0.13,338.84,2016-12-21 08:08:45
18368,2.07,-0.83,0.61,338.89,2016-12-21 08:08:45
18369,2.14,-1.71,0.1,338.84,2016-12-21 08:08:46
18370,3.13,-1.87,0.72,338.86,2016-12-21 08:08:46
18371,2.53,-1.6,1.56,338.86,2016-12-21 08:08:46
18372,2.62,-2.13,2.02,338.87,2016-12-21 08:08:46
18373,2.52,-2.77,2.55,338.84,2016-12-21 08:08:47
18374,1.89,-4.02,1.66,338.81,2016-12-21 08:08:47
18375,3.46,-3.02,1.24,338.9,2016-12-21 08:08:47
18376,2.7,-4.89,2.6,338.81,2016-12-21 08:08:47
18377,1.14,-6.43,2.6,338.75,2016-12-21 08:08:48
18378,2.54,-6.23,0.43,338.72,2016-12-21 08:08:48
18379,-0.29,-4.41,1.0,338.78,2016-12-21 08:08:48
18380,0.62,-5.44,1.41,338.74,2016-12-21 08:08:48
18381,0.46,-3.87,0.42,338.84,2016-12-21 08:08:49
18382,1.28,-3.7,1.09,338.86,2016-12-21 08:08:49
18383,3.02,-2.86,0.5,338.85,2016-12-21 08:08:49
18384,1.94,-2.52,0.51,338.91,2016-12-21 08:08:49
18385,-3.56,-4.58,3.95,338.88,2016-12-21 08:08:50
18386,2.58,-3.96,1.28,338.8,2016-12-21 08:08:50
18387,1.52,-3.71,1.01,338.92,2016-12-21 08:08:50
18388,2.59,-3.3,0.56,338.89,2016-12-21 08:08:50
18389,1.9,-2.78,0.96,338.83,2016-12-21 08:08:51
18390,0.72,-2.68,0.45,338.9,2016-12-21 08:08:51
18391,0.34,-2.11,0.76,338.87,2016-12-21 08:08:51
18392,1.16,-3.58,1.4,338.81,2016-12-21 08:08:51
18393,2.26,-1.66,0.33,338.91,2016-12-21 08:08:52
18394,2.64,-2.3,1.01,338.86,2016-12-21 08:08:52
18395,2.23,-1.2,1.29,338.91,2016-12-21 08:08:52
18396,1.52,-1.55,1.72,338.9,2016-12-21 08:08:52
18397,0.84,-1.66,0.75,338.9,2016-12-21 08:08:53
18398,-0.01,-3.2,0.89,338.84,2016-12-21 08:08:53
18399,0.67,-5.13,1.76,338.76,2016-12-21 08:08:53
18400,2.49,-2.29,1.09,338.87,2016-12-21 08:08:53
18401,2.66,-2.37,0.84,338.87,2016-12-21 08:08:54
18402,2.84,-1.56,0.31,338.85,2016-12-21 08:08:54
18403,2.72,-1.88,-0.22,338.88,2016-12-21 08:08:54
18404,1.01,-1.66,1.17,338.89,2016-12-21 08:08:54
18405,2.44,-1.3,0.44,338.87,2016-12-21 08:08:55
18406,2.41,-0.75,1.03,338.85,2016-12-21 08:08:55
18407,3.13,-0.46,0.82,338.85,2016-12-21 08:08:55
18408,2.23,-0.51,1.0,338.91,2016-12-21 08:08:55
18409,1.17,-0.44,0.67,338.91,2016-12-21 08:08:56
18410,1.5,-1.0,0.99,338.89,2016-12-21 08:08:56
18411,0.7,-1.97,1.18,338.88,2016-12-21 08:08:56
18412,1.91,-2.12,0.55,338.86,2016-12-21 08:08:56
18413,1.41,-2.52,0.49,338.87,2016-12-21 08:08:57
18414,2.09,-0.75,0.57,338.89,2016-12-21 08:08:57
18415,3.1,-0.94,-0.03,338.91,2016-12-21 08:08:57
18416,2.4,-0.03,-0.12,338.92,2016-12-21 08:08:57
18417,2.54,-0.98,0.17,338.88,2016-12-21 08:08:58
18418,3.11,-1.24,-0.48,338.85,2016-12-21 08:08:58
18419,4.46,-1.32,-0.84,338.88,2016-12-21 08:08:58
18420,3.7,0.13,-0.59,338.9,2016-12-21 08:08:58
18421,3.44,-1.05,-0.53,338.88,2016-12-21 08:08:59
18422,3.89,-1.28,-0.3,338.85,2016-12-21 08:08:59
18423,3.39,-0.38,-0.08,338.93,2016-12-21 08:08:59
18424,3.23,-0.85,0.82,338.82,2016-12-21 08:08:59
18425,2.22,-1.5,0.77,338.92,2016-12-21 08:09:00
18426,2.18,-1.89,0.74,338.85,2016-12-21 08:09:00
18427,2.41,-0.88,0.7,338.92,2016-12-21 08:09:00
18428,2.51,-0.87,0.32,338.88,2016-12-21 08:09:00
18429,2.48,-1.68,1.77,338.85,2016-12-21 08:09:01
18430,2.78,-2.25,1.76,338.87,2016-12-21 08:09:01
18431,2.96,-3.23,2.04,338.79,2016-12-21 08:09:01
18432,3.41,-2.6,1.63,338.86,2016-12-21 08:09:01
18433,3.47,-1.71,1.08,338.87,2016-12-21 08:09:02
18434,3.04,-2.23,1.62,338.83,2016-12-21 08:09:02
18435,2.95,-3.53,1.84,338.81,2016-12-21 08:09:02
18436,3.55,-3.5,1.99,338.84,2016-12-21 08:09:02
18437,3.69,-3.56,1.28,338.86,2016-12-21 08:09:03
18438,2.78,-4.0,0.61,338.87,2016-12-21 08:09:03
18439,1.19,-2.91,2.14,338.96,2016-12-21 08:09:03
18440,3.98,-1.93,1.95,338.86,2016-12-21 08:09:03
18441,3.15,-2.78,2.49,338.93,2016-12-21 08:09:04
18442,3.5,-3.36,2.27,338.82,2016-12-21 08:09:04
18443,4.03,-2.58,1.45,338.87,2016-12-21 08:09:04
18444,3.34,-3.04,0.82,338.86,2016-12-21 08:09:04
18445,2.27,-2.5,0.69,338.96,2016-12-21 08:09:05
18446,3.86,-1.46,1.93,338.92,2016-12-21 08:09:05
18447,4.3,-1.4,1.62,338.92,2016-12-21 08:09:05
18448,2.64,-0.9,1.92,338.91,2016-12-21 08:09:05
18449,1.96,-1.01,1.27,338.99,2016-12-21 08:09:06
18450,3.7,-2.22,2.95,338.87,2016-12-21 08:09:06
18451,3.35,-1.62,1.65,338.98,2016-12-21 08:09:06
18452,3.85,-2.18,2.17,338.95,2016-12-21 08:09:06
18453,4.19,-3.63,1.99,338.92,2016-12-21 08:09:07
18454,2.84,-3.86,1.89,338.88,2016-12-21 08:09:07
18455,3.44,-3.62,2.5,338.9,2016-12-21 08:09:07
18456,2.37,-2.96,2.9,338.9,2016-12-21 08:09:07
18457,2.95,-3.66,1.7,338.96,2016-12-21 08:09:08
18458,2.68,-3.93,1.3,338.86,2016-12-21 08:09:08
18459,2.85,-3.52,2.07,338.86,2016-12-21 08:09:08
18460,2.26,-3.13,1.94,338.82,2016-12-21 08:09:08
18461,3.09,-3.18,1.21,338.89,2016-12-21 08:09:09
18462,2.87,-2.62,1.15,338.91,2016-12-21 08:09:09
18463,2.82,-2.48,1.36,338.89,2016-12-21 08:09:09
18464,3.19,-2.97,1.52,338.91,2016-12-21 08:09:09
18465,2.12,-2.45,1.67,338.91,2016-12-21 08:09:10
18466,3.05,-2.49,1.42,338.83,2016-12-21 08:09:10
18467,2.02,-2.95,0.46,339.12,2016-12-21 08:09:10
18468,1.3,-2.73,0.5,339.19,2016-12-21 08:09:10
18469,2.01,-3.13,0.75,339.26,2016-12-21 08:09:11
18470,1.83,-2.15,0.23,339.21,2016-12-21 08:09:11
18471,0.96,-2.32,0.22,339.67,2016-12-21 08:09:11
18472,1.72,-2.29,1.08,339.16,2016-12-21 08:09:11
18473,2.58,-3.01,1.35,339.09,2016-12-21 08:09:12
18474,2.96,-2.51,1.56,339.11,2016-12-21 08:09:12
18475,3.16,-1.87,1.46,339.0,2016-12-21 08:09:12
18476,3.96,-2.25,0.29,339.08,2016-12-21 08:09:12
18477,3.27,-2.59,1.04,339.13,2016-12-21 08:09:13
18478,3.34,-2.29,0.97,338.9,2016-12-21 08:09:13
18479,2.88,-2.57,1.0,338.88,2016-12-21 08:09:13
18480,2.16,-2.62,1.09,338.92,2016-12-21 08:09:13
18481,2.92,-1.98,1.02,338.87,2016-12-21 08:09:14
18482,2.39,-2.35,0.45,338.9,2016-12-21 08:09:14
18483,3.29,-2.35,-0.27,338.93,2016-12-21 08:09:14
18484,2.46,-0.93,0.19,338.86,2016-12-21 08:09:14
18485,1.9,-0.36,0.71,338.96,2016-12-21 08:09:15
18486,2.49,-0.74,0.88,338.95,2016-12-21 08:09:15
18487,2.24,-1.52,1.52,338.92,2016-12-21 08:09:15
18488,1.96,-0.5,2.3,338.9,2016-12-21 08:09:15
18489,3.02,-1.32,2.6,339.0,2016-12-21 08:09:16
18490,3.26,-1.81,1.93,339.05,2016-12-21 08:09:16
18491,2.54,-1.03,1.63,338.97,2016-12-21 08:09:16
18492,2.5,-2.79,1.34,339.05,2016-12-21 08:09:16
18493,2.02,-3.0,1.75,338.96,2016-12-21 08:09:17
18494,0.3,-4.36,3.28,338.96,2016-12-21 08:09:17
18495,1.75,-4.94,1.69,338.98,2016-12-21 08:09:17
18496,1.57,-4.47,2.84,339.0,2016-12-21 08:09:17
18497,0.61,-4.4,2.87,338.91,2016-12-21 08:09:18
18498,-0.37,-5.35,3.61,338.8,2016-12-21 08:09:18
18499,-1.48,-4.5,2.2,338.91,2016-12-21 08:09:18
18500,-0.43,-5.9,2.14,338.87,2016-12-21 08:09:18
18501,0.52,-4.39,2.74,338.91,2016-12-21 08:09:19
18502,-0.05,-4.12,2.08,338.88,2016-12-21 08:09:19
18503,0.99,-4.49,2.0,338.92,2016-12-21 08:09:19
18504,1.34,-4.25,2.18,338.95,2016-12-21 08:09:19
18505,2.91,-4.92,1.42,338.81,2016-12-21 08:09:20
18506,2.23,-3.59,1.66,338.93,2016-12-21 08:09:20
18507,2.24,-3.69,2.06,338.9,2016-12-21 08:09:20
18508,1.95,-3.11,1.43,338.96,2016-12-21 08:09:20
18509,2.68,-3.8,1.05,338.95,2016-12-21 08:09:21
18510,2.38,-2.95,1.98,338.99,2016-12-21 08:09:21
18511,2.59,-3.41,1.17,338.9,2016-12-21 08:09:21
18512,2.74,-1.66,-0.17,339.0,2016-12-21 08:09:21
18513,2.81,-1.66,0.99,338.94,2016-12-21 08:09:22
18514,4.07,-0.61,2.43,338.88,2016-12-21 08:09:22
18515,4.44,-0.78,1.47,338.89,2016-12-21 08:09:22
18516,4.45,-0.15,1.6,338.87,2016-12-21 08:09:22
18517,4.06,-0.92,2.34,338.89,2016-12-21 08:09:23
18518,4.24,-1.35,1.26,338.93,2016-12-21 08:09:23
18519,4.49,-0.52,0.76,338.92,2016-12-21 08:09:23
18520,3.8,-0.64,1.62,338.87,2016-12-21 08:09:23
18521,3.44,-0.86,1.61,338.95,2016-12-21 08:09:24
18522,2.38,-0.61,2.23,338.87,2016-12-21 08:09:24
18523,3.39,-0.24,1.75,338.94,2016-12-21 08:09:24
18524,2.83,0.53,2.27,338.87,2016-12-21 08:09:24
18525,3.56,-0.32,3.04,338.8,2016-12-21 08:09:25
18526,1.99,-2.01,1.97,338.88,2016-12-21 08:09:25
18527,1.94,-2.68,0.9,338.96,2016-12-21 08:09:25
18528,3.15,-2.65,0.89,338.88,2016-12-21 08:09:25
18529,2.71,-2.03,0.42,338.93,2016-12-21 08:09:26
18530,2.01,-1.62,0.97,338.89,2016-12-21 08:09:26
18531,-1.0,-5.07,2.06,338.74,2016-12-21 08:09:26
18532,1.36,-3.51,2.13,338.88,2016-12-21 08:09:26
18533,1.53,-3.36,1.5,338.78,2016-12-21 08:09:27
18534,1.66,-3.2,1.53,338.91,2016-12-21 08:09:27
18535,1.25,-3.46,1.99,338.8,2016-12-21 08:09:27
18536,1.61,-2.58,2.33,338.82,2016-12-21 08:09:27
18537,1.6,-2.04,1.22,338.82,2016-12-21 08:09:28
18538,1.11,-2.97,1.11,338.82,2016-12-21 08:09:28
18539,0.15,-3.1,2.01,338.83,2016-12-21 08:09:28
18540,-0.35,-2.88,2.25,338.85,2016-12-21 08:09:28
18541,0.68,-4.54,2.23,338.81,2016-12-21 08:09:29
18542,1.03,-4.22,1.93,338.8,2016-12-21 08:09:29
18543,2.33,-3.61,1.6,338.72,2016-12-21 08:09:29
18544,3.39,-3.54,1.74,338.8,2016-12-21 08:09:29
18545,4.16,-3.46,0.71,338.8,2016-12-21 08:09:30
18546,3.68,-3.55,0.94,338.9,2016-12-21 08:09:30
18547,3.53,-2.68,1.77,338.84,2016-12-21 08:09:30
18548,0.7,-3.32,2.26,338.86,2016-12-21 08:09:30
18549,2.78,-2.64,1.39,338.82,2016-12-21 08:09:31
18550,1.21,-2.66,1.86,338.83,2016-12-21 08:09:31
18551,3.22,-2.37,1.35,338.82,2016-12-21 08:09:31
18552,2.61,-2.93,0.81,338.84,2016-12-21 08:09:31
18553,2.7,-2.25,1.29,338.9,2016-12-21 08:09:32
18554,3.18,-2.53,1.91,338.86,2016-12-21 08:09:32
18555,3.17,-2.35,1.81,338.87,2016-12-21 08:09:32
18556,1.54,-2.66,1.82,338.88,2016-12-21 08:09:32
18557,1.21,-3.06,1.72,338.89,2016-12-21 08:09:33
18558,1.82,-2.79,1.34,338.91,2016-12-21 08:09:33
18559,2.78,-2.45,0.86,338.9,2016-12-21 08:09:33
18560,2.74,-1.99,1.84,338.87,2016-12-21 08:09:33
18561,3.05,-1.32,1.53,338.89,2016-12-21 08:09:34
18562,2.4,-1.78,1.73,338.91,2016-12-21 08:09:34
18563,3.29,-1.34,0.44,338.94,2016-12-21 08:09:34
18564,1.42,-1.55,2.33,338.92,2016-12-21 08:09:34
18565,2.14,-1.26,1.42,338.87,2016-12-21 08:09:35
18566,1.71,-2.64,0.93,338.84,2016-12-21 08:09:35
18567,2.17,-2.77,1.15,338.89,2016-12-21 08:09:35
18568,2.53,-2.0,1.75,338.86,2016-12-21 08:09:35
18569,3.13,-2.25,1.3,338.87,2016-12-21 08:09:36
18570,3.58,-2.26,1.66,338.91,2016-12-21 08:09:36
18571,3.19,-3.3,1.24,338.99,2016-12-21 08:09:36
18572,3.05,-2.76,1.85,338.9,2016-12-21 08:09:36
18573,1.57,-3.57,2.02,338.93,2016-12-21 08:09:37
18574,1.34,-2.97,2.51,338.89,2016-12-21 08:09:37
18575,2.01,-4.39,2.71,338.81,2016-12-21 08:09:37
18576,2.57,-3.77,2.91,338.87,2016-12-21 08:09:37
18577,3.11,-3.85,2.63,338.93,2016-12-21 08:09:38
18578,3.86,-3.25,2.77,338.85,2016-12-21 08:09:38
18579,4.71,-3.23,1.9,338.83,2016-12-21 08:09:38
18580,5.22,-2.91,1.54,338.84,2016-12-21 08:09:38
18581,4.82,-2.48,1.18,338.84,2016-12-21 08:09:39
18582,4.69,-2.6,1.24,338.83,2016-12-21 08:09:39
18583,4.44,-1.38,0.73,338.89,2016-12-21 08:09:39
18584,4.79,-1.25,1.75,338.82,2016-12-21 08:09:39
18585,4.11,-0.67,1.31,338.9,2016-12-21 08:09:40
18586,4.3,-0.66,1.44,338.86,2016-12-21 08:09:40
18587,4.13,-0.4,1.07,338.9,2016-12-21 08:09:40
18588,4.26,-0.26,1.69,338.85,2016-12-21 08:09:40
18589,4.21,-0.08,2.0,338.86,2016-12-21 08:09:41
18590,4.71,-1.76,1.06,338.91,2016-12-21 08:09:41
18591,5.45,-2.39,1.24,338.84,2016-12-21 08:09:41
18592,4.31,-2.81,1.96,338.91,2016-12-21 08:09:41
18593,3.77,-2.32,1.94,338.95,2016-12-21 08:09:42
18594,3.54,-2.75,1.74,338.86,2016-12-21 08:09:42
18595,3.86,-2.13,1.57,338.91,2016-12-21 08:09:42
18596,4.33,-2.93,1.5,338.86,2016-12-21 08:09:42
18597,3.77,-2.55,1.77,338.9,2016-12-21 08:09:43
18598,3.68,-2.86,1.82,338.84,2016-12-21 08:09:43
18599,4.09,-2.65,1.58,338.87,2016-12-21 08:09:43
18600,3.9,-2.64,1.9,338.89,2016-12-21 08:09:43
18601,3.89,-2.14,1.19,338.85,2016-12-21 08:09:44
18602,4.62,-2.97,0.85,338.8,2016-12-21 08:09:44
18603,4.13,-2.6,1.79,338.91,2016-12-21 08:09:44
18604,3.93,-2.69,1.52,338.89,2016-12-21 08:09:44
18605,4.12,-2.87,0.91,338.83,2016-12-21 08:09:45
18606,3.55,-2.3,0.97,338.85,2016-12-21 08:09:45
18607,3.82,-2.39,1.15,338.82,2016-12-21 08:09:45
18608,3.81,-2.17,1.17,338.84,2016-12-21 08:09:45
18609,4.01,-2.81,1.16,338.91,2016-12-21 08:09:46
18610,4.16,-2.33,1.06,338.87,2016-12-21 08:09:46
18611,4.11,-2.45,1.16,338.89,2016-12-21 08:09:46
18612,3.67,-2.85,1.26,338.88,2016-12-21 08:09:46
18613,2.7,-2.55,1.15,338.88,2016-12-21 08:09:47
18614,3.23,-4.13,0.6,338.79,2016-12-21 08:09:47
18615,3.34,-4.05,0.75,338.93,2016-12-21 08:09:47
18616,3.2,-3.53,0.61,338.84,2016-12-21 08:09:47
18617,2.94,-3.26,0.6,338.92,2016-12-21 08:09:48
18618,1.97,-2.57,0.94,338.9,2016-12-21 08:09:48
18619,3.0,-1.93,0.7,338.92,2016-12-21 08:09:48
18620,3.0,-1.74,0.8,338.9,2016-12-21 08:09:48
18621,1.87,-2.71,0.68,338.93,2016-12-21 08:09:49
18622,3.07,-2.4,0.9,338.92,2016-12-21 08:09:49
18623,2.55,-2.9,0.78,338.85,2016-12-21 08:09:49
18624,0.53,-2.92,1.3,338.86,2016-12-21 08:09:49
18625,0.33,-2.71,1.55,338.88,2016-12-21 08:09:50
18626,2.45,-3.08,0.95,338.92,2016-12-21 08:09:50
18627,2.11,-3.55,0.36,338.85,2016-12-21 08:09:50
18628,1.53,-3.25,0.72,338.89,2016-12-21 08:09:50
18629,2.37,-2.1,0.47,338.94,2016-12-21 08:09:51
18630,1.87,-2.43,0.34,338.93,2016-12-21 08:09:51
18631,2.66,-2.33,1.84,338.9,2016-12-21 08:09:51
18632,3.69,-2.52,2.18,338.94,2016-12-21 08:09:51
18633,5.45,-1.94,2.46,338.9,2016-12-21 08:09:52
18634,4.4,-2.37,1.74,338.98,2016-12-21 08:09:52
18635,4.92,-1.94,0.82,338.87,2016-12-21 08:09:52
18636,4.55,-1.22,0.59,338.9,2016-12-21 08:09:52
18637,5.07,-1.03,0.62,338.87,2016-12-21 08:09:53
18638,4.46,-1.88,0.85,338.89,2016-12-21 08:09:53
18639,4.26,-1.11,0.97,338.92,2016-12-21 08:09:53
18640,4.03,-0.37,1.35,338.89,2016-12-21 08:09:53
18641,3.96,-1.24,1.98,338.9,2016-12-21 08:09:54
18642,3.39,-1.69,1.79,338.95,2016-12-21 08:09:54
18643,3.08,-2.5,0.74,338.87,2016-12-21 08:09:54
18644,3.4,-3.07,1.38,338.91,2016-12-21 08:09:54
18645,3.36,-2.5,0.39,338.94,2016-12-21 08:09:55
18646,3.9,-1.15,1.15,338.91,2016-12-21 08:09:55
18647,3.61,-1.68,-0.02,338.91,2016-12-21 08:09:55
18648,4.15,-1.84,-0.19,338.86,2016-12-21 08:09:55
18649,2.98,1.11,0.05,338.94,2016-12-21 08:09:56
18650,2.86,-1.28,2.14,338.86,2016-12-21 08:09:56
18651,2.61,-1.0,2.35,338.85,2016-12-21 08:09:56
18652,2.39,-1.51,2.23,338.91,2016-12-21 08:09:56
18653,2.48,-1.72,1.88,338.88,2016-12-21 08:09:57
18654,1.03,-0.45,2.6,338.89,2016-12-21 08:09:57
18655,1.34,0.02,1.81,338.89,2016-12-21 08:09:57
18656,1.68,-0.6,1.82,338.86,2016-12-21 08:09:57
18657,1.83,-0.66,2.41,338.89,2016-12-21 08:09:58
18658,1.21,-0.03,3.11,338.89,2016-12-21 08:09:58
18659,2.4,-1.96,1.82,338.85,2016-12-21 08:09:58
18660,2.97,-1.48,0.92,338.9,2016-12-21 08:09:58
18661,2.87,-0.9,1.21,338.89,2016-12-21 08:09:59
18662,2.31,-1.22,1.44,338.9,2016-12-21 08:09:59
18663,2.39,-0.81,2.22,338.89,2016-12-21 08:09:59
18664,2.43,-0.68,2.1,338.92,2016-12-21 08:09:59
18665,2.28,-0.94,2.25,338.88,2016-12-21 08:10:00
18666,1.75,-0.43,2.18,338.87,2016-12-21 08:10:00
18667,1.59,-0.64,1.64,338.93,2016-12-21 08:10:00
18668,1.2,-0.89,2.52,338.87,2016-12-21 08:10:00
18669,-0.82,0.06,2.17,338.89,2016-12-21 08:10:01
18670,0.54,-1.39,1.73,338.9,2016-12-21 08:10:01
18671,1.33,-0.31,2.23,338.94,2016-12-21 08:10:01
18672,1.85,0.53,0.95,338.94,2016-12-21 08:10:01
18673,2.72,-0.54,0.23,338.93,2016-12-21 08:10:02
18674,1.91,-2.19,2.35,338.87,2016-12-21 08:10:02
18675,1.75,-0.6,1.43,338.94,2016-12-21 08:10:02
18676,1.04,-2.15,1.9,338.91,2016-12-21 08:10:02
18677,1.13,-1.18,1.32,338.9,2016-12-21 08:10:03
18678,1.37,-0.45,0.38,338.88,2016-12-21 08:10:03
18679,2.31,-1.54,0.67,338.95,2016-12-21 08:10:03
18680,1.31,0.27,0.99,338.88,2016-12-21 08:10:03
18681,0.46,-1.12,0.89,338.85,2016-12-21 08:10:04
18682,0.72,-0.19,0.89,338.88,2016-12-21 08:10:04
18683,2.35,0.51,1.49,338.9,2016-12-21 08:10:04
18684,1.81,0.02,1.99,338.89,2016-12-21 08:10:04
18685,1.57,-1.11,1.97,338.88,2016-12-21 08:10:05
18686,0.9,-0.55,1.17,338.91,2016-12-21 08:10:05
18687,1.24,-0.91,1.63,338.9,2016-12-21 08:10:05
18688,1.43,-0.77,1.5,338.93,2016-12-21 08:10:05
18689,1.74,-1.15,2.13,338.87,2016-12-21 08:10:06
18690,1.75,-0.97,2.14,338.85,2016-12-21 08:10:06
18691,2.52,-1.77,1.66,338.89,2016-12-21 08:10:06
18692,2.15,-1.58,2.12,338.86,2016-12-21 08:10:06
18693,2.13,-1.1,1.73,338.88,2016-12-21 08:10:07
18694,2.82,-1.24,1.76,338.92,2016-12-21 08:10:07
18695,2.73,-0.85,1.46,338.92,2016-12-21 08:10:07
18696,2.79,-0.58,1.69,338.9,2016-12-21 08:10:07
18697,2.81,-0.71,1.09,338.9,2016-12-21 08:10:08
18698,2.55,-0.09,1.66,338.91,2016-12-21 08:10:08
18699,1.78,-0.28,1.55,338.91,2016-12-21 08:10:08
18700,2.02,-0.67,2.19,338.83,2016-12-21 08:10:08
18701,2.11,-0.6,1.38,338.9,2016-12-21 08:10:09
18702,1.57,-0.85,1.52,338.95,2016-12-21 08:10:09
18703,1.61,-0.15,1.83,338.96,2016-12-21 08:10:09
18704,2.36,0.07,0.54,338.93,2016-12-21 08:10:09
18705,2.34,-0.62,2.03,338.84,2016-12-21 08:10:10
18706,2.74,0.09,0.93,338.91,2016-12-21 08:10:10
18707,2.58,-0.4,0.93,338.94,2016-12-21 08:10:10
18708,1.53,-0.58,0.48,338.92,2016-12-21 08:10:10
18709,1.25,-1.47,1.76,338.93,2016-12-21 08:10:11
18710,1.51,-1.47,1.5,338.94,2016-12-21 08:10:11
18711,1.93,-1.31,1.74,338.91,2016-12-21 08:10:11
18712,1.6,-1.05,1.75,338.95,2016-12-21 08:10:11
18713,2.35,-0.15,0.82,338.88,2016-12-21 08:10:12
